"chr","start","end","strand","feature","ensembl.id","gene.name","biotype","source"
"chr16",46656131,46689194,"-","gene","ENSG00000069329.16","VPS35","protein_coding","HAVANA"
"chr16",46689642,46698394,"+","gene","ENSG00000091651.8","ORC6","protein_coding","HAVANA"
"chr16",46703368,46763246,"-","gene","ENSG00000140795.12","MYLK3","protein_coding","HAVANA"
"chr16",46796606,46831411,"-","gene","ENSG00000155330.9","C16orf87","protein_coding","HAVANA"
"chr16",46884377,46931297,"+","gene","ENSG00000166123.13","GPT2","protein_coding","HAVANA"
"chr16",46955361,46973788,"-","gene","ENSG00000069345.11","DNAJA2","protein_coding","HAVANA"
"chr16",47004512,47035385,"+","gene","ENSG00000259821.1","RP11-169E6.4","lincRNA","HAVANA"
"chr16",47077702,47143997,"-","gene","ENSG00000171208.9","NETO2","protein_coding","HAVANA"
"chr16",47154386,47464149,"-","gene","ENSG00000129636.12","ITFG1","protein_coding","HAVANA"
"chr16",47461274,47701523,"+","gene","ENSG00000102893.15","PHKB","protein_coding","HAVANA"
"chr16",47724567,47908431,"+","gene","ENSG00000261231.6","LINC02133","lincRNA","HAVANA"
"chr16",47849313,47887130,"-","gene","ENSG00000261325.1","LINC02192","lincRNA","HAVANA"
"chr16",47965671,47971687,"+","gene","ENSG00000260450.1","LINC02134","lincRNA","HAVANA"
"chr16",48082972,48156018,"-","gene","ENSG00000140798.15","ABCC12","protein_coding","HAVANA"
"chr16",48166909,48247568,"-","gene","ENSG00000121270.15","ABCC11","protein_coding","HAVANA"
"chr16",48244295,48357349,"+","gene","ENSG00000102910.13","LONP2","protein_coding","HAVANA"
"chr16",48360530,48448402,"-","gene","ENSG00000196470.11","SIAH1","protein_coding","HAVANA"
"chr16",48538725,48610209,"-","gene","ENSG00000102921.7","N4BP1","protein_coding","HAVANA"
"chr16",48620318,48622033,"+","gene","ENSG00000259912.1","CTC-527H23.2","lincRNA","HAVANA"
"chr16",48623435,48744921,"+","gene","ENSG00000260086.2","RP11-42I10.1","lincRNA","HAVANA"
"chr16",48637142,48638719,"+","gene","ENSG00000260052.1","CTC-527H23.3","lincRNA","HAVANA"
"chr16",48640472,48641052,"+","gene","ENSG00000272545.1","CTC-527H23.4","lincRNA","HAVANA"
"chr16",49159507,49162023,"+","gene","ENSG00000261421.1","RP11-22D3.1","lincRNA","HAVANA"
"chr16",49170551,49171786,"+","gene","ENSG00000261815.1","RP11-22D3.2","lincRNA","HAVANA"
"chr16",49277916,49281831,"-","gene","ENSG00000102924.11","CBLN1","protein_coding","HAVANA"
"chr16",49294885,49296736,"+","gene","ENSG00000259957.2","RP11-491F9.8","lincRNA","HAVANA"
"chr16",49336682,49336877,"+","gene","ENSG00000259839.1","RP11-491F9.6","lincRNA","HAVANA"
"chr16",49337166,49338993,"+","gene","ENSG00000260769.1","RP11-491F9.5","lincRNA","HAVANA"
"chr16",49373822,49399431,"+","gene","ENSG00000166152.3","C16orf78","protein_coding","HAVANA"
"chr16",49442909,49454078,"-","gene","ENSG00000262950.1","RP11-189E14.5","lincRNA","HAVANA"
"chr16",49454228,49457269,"+","gene","ENSG00000263110.1","RP11-189E14.3","lincRNA","HAVANA"
"chr16",49466105,49469875,"+","gene","ENSG00000261623.1","LINC02179","lincRNA","HAVANA"
"chr16",49487523,49857919,"-","gene","ENSG00000102935.11","ZNF423","protein_coding","HAVANA"
"chr16",49920729,49924154,"-","gene","ENSG00000261751.1","RP11-305A4.3","lincRNA","HAVANA"
"chr16",50024409,50037088,"+","gene","ENSG00000205423.11","CNEP1R1","protein_coding","HAVANA"
"chr16",50065940,50106387,"+","gene","ENSG00000155393.12","HEATR3","protein_coding","HAVANA"
"chr16",50152917,50235310,"+","gene","ENSG00000121274.12","PAPD5","protein_coding","HAVANA"
"chr16",50246136,50313036,"+","gene","ENSG00000121281.12","ADCY7","protein_coding","HAVANA"
"chr16",50313486,50368934,"-","gene","ENSG00000166164.15","BRD7","protein_coding","HAVANA"
"chr16",50390915,50395133,"-","gene","ENSG00000261092.1","LINC02178","lincRNA","HAVANA"
"chr16",50407665,50522638,"+","gene","ENSG00000260573.2","RP11-21B23.3","lincRNA","HAVANA"
"chr16",50548329,50649249,"+","gene","ENSG00000140807.6","NKD1","protein_coding","HAVANA"
"chr16",50671639,50681353,"-","gene","ENSG00000167208.14","SNX20","protein_coding","HAVANA"
"chr16",50693602,50733077,"+","gene","ENSG00000167207.11","NOD2","protein_coding","HAVANA"
"chr16",50742049,50801935,"+","gene","ENSG00000083799.17","CYLD","protein_coding","HAVANA"
"chr16",50806667,50807629,"+","gene","ENSG00000261703.1","LINC02168","lincRNA","HAVANA"
"chr16",50856613,50879278,"-","gene","ENSG00000260042.1","CTD-2034I21.1","lincRNA","HAVANA"
"chr16",50880208,50884101,"+","gene","ENSG00000263082.1","LINC02187","lincRNA","HAVANA"
"chr16",50884208,50901061,"+","gene","ENSG00000261241.5","LINC02128","lincRNA","HAVANA"
"chr16",51017757,51035777,"+","gene","ENSG00000261637.1","LINC02127","lincRNA","HAVANA"
"chr16",51035117,51038764,"-","gene","ENSG00000260605.1","RP11-883G14.3","lincRNA","HAVANA"
"chr16",51054727,51056399,"-","gene","ENSG00000260620.1","RP11-883G14.4","lincRNA","HAVANA"
"chr16",51135974,51151367,"-","gene","ENSG00000103449.11","SALL1","protein_coding","HAVANA"
"chr16",51354455,51356532,"-","gene","ENSG00000260850.1","RP11-437L7.1","lincRNA","HAVANA"
"chr16",51762518,51773173,"+","gene","ENSG00000260057.5","LINC01571","lincRNA","HAVANA"
"chr16",52083064,52085109,"-","gene","ENSG00000260268.5","LINC00919","lincRNA","HAVANA"
"chr16",52085279,52099067,"+","gene","ENSG00000261749.2","LINC02180","lincRNA","HAVANA"
"chr16",52198011,52227956,"-","gene","ENSG00000260975.1","RP11-142G1.3","lincRNA","HAVANA"
"chr16",52238081,52269440,"+","gene","ENSG00000260478.1","RP11-142G1.1","lincRNA","HAVANA"
"chr16",52258563,52280638,"+","gene","ENSG00000260887.2","CASC22","lincRNA","HAVANA"
"chr16",52438004,52547802,"-","gene","ENSG00000103460.16","TOX3","protein_coding","HAVANA"
"chr16",52552089,52652105,"-","gene","ENSG00000249231.7","CASC16","lincRNA","HAVANA"
"chr16",52607348,52613908,"+","gene","ENSG00000260963.1","RP11-297L17.2","lincRNA","HAVANA"
"chr16",52607761,52608158,"-","gene","ENSG00000260393.1","RP11-297L17.3","lincRNA","HAVANA"
"chr16",52622114,52631088,"+","gene","ENSG00000261261.2","RP11-297L17.4","lincRNA","HAVANA"
"chr16",53035689,53052873,"-","gene","ENSG00000277639.2","RP11-467J12.4","protein_coding","HAVANA"
"chr16",53055032,53329150,"+","gene","ENSG00000177200.16","CHD9","protein_coding","HAVANA"
"chr16",53373492,53384745,"+","gene","ENSG00000261804.1","RP11-44F14.2","lincRNA","HAVANA"
"chr16",53386943,53389085,"+","gene","ENSG00000262714.1","RP11-44F14.8","lincRNA","HAVANA"
"chr16",53433976,53491039,"+","gene","ENSG00000103479.15","RBL2","protein_coding","HAVANA"
"chr16",53491649,53504411,"-","gene","ENSG00000166971.16","AKTIP","protein_coding","HAVANA"
"chr16",53597682,53703938,"-","gene","ENSG00000103494.12","RPGRIP1L","protein_coding","HAVANA"
"chr16",53701691,54158512,"+","gene","ENSG00000140718.20","FTO","protein_coding","HAVANA"
"chr16",54239692,54240654,"+","gene","ENSG00000259759.1","RP11-324D17.2","lincRNA","HAVANA"
"chr16",54245617,54270746,"-","gene","ENSG00000259517.2","LINC02169","lincRNA","HAVANA"
"chr16",54283303,54286763,"-","gene","ENSG00000177508.11","IRX3","protein_coding","HAVANA"
"chr16",54290964,54292422,"+","gene","ENSG00000277559.1","RP11-434E6.4","lincRNA","HAVANA"
"chr16",54366006,54370699,"-","gene","ENSG00000261803.1","LINC02140","lincRNA","HAVANA"
"chr16",54542807,54559100,"-","gene","ENSG00000283304.1","LINC02183","lincRNA","HAVANA"
"chr16",54628962,54657662,"-","gene","ENSG00000283258.1","AC007491.1","lincRNA","HAVANA"
"chr16",54845188,54929189,"-","gene","ENSG00000245694.9","CRNDE","lincRNA","HAVANA"
"chr16",54930861,54934485,"+","gene","ENSG00000176842.14","IRX5","protein_coding","HAVANA"
"chr16",54934912,54954665,"+","gene","ENSG00000259711.1","CTD-3032H12.2","lincRNA","HAVANA"
"chr16",54937785,54938671,"-","gene","ENSG00000259725.1","CTD-3032H12.1","lincRNA","HAVANA"
"chr16",55321574,55322686,"-","gene","ENSG00000283423.1","RP11-26L20.5","lincRNA","HAVANA"
"chr16",55323759,55330760,"+","gene","ENSG00000159387.7","IRX6","protein_coding","HAVANA"
"chr16",55332354,55332967,"+","gene","ENSG00000263207.2","RP11-26L20.4","lincRNA","HAVANA"
"chr16",55389699,55506691,"+","gene","ENSG00000087245.12","MMP2","protein_coding","HAVANA"
"chr16",55425573,55426130,"-","gene","ENSG00000274508.1","RP11-212I21.5","lincRNA","HAVANA"
"chr16",55426796,55462297,"-","gene","ENSG00000260135.6","RP11-212I21.2","lincRNA","HAVANA"
"chr16",55508997,55586670,"+","gene","ENSG00000087253.12","LPCAT2","protein_coding","HAVANA"
"chr16",55538199,55541837,"+","gene","ENSG00000261997.1","RP11-212I21.4","lincRNA","HAVANA"
"chr16",55566671,55567687,"+","gene","ENSG00000256812.1","CAPNS2","protein_coding","HAVANA"
"chr16",55655603,55703791,"+","gene","ENSG00000103546.18","SLC6A2","protein_coding","HAVANA"
"chr16",55802850,55833337,"-","gene","ENSG00000198848.12","CES1","protein_coding","HAVANA"
"chr16",55846153,55956031,"-","gene","ENSG00000159398.15","CES5A","protein_coding","HAVANA"
"chr16",56092986,56191094,"-","gene","ENSG00000246379.6","RP11-461O7.1","lincRNA","HAVANA"
"chr16",56121914,56137000,"+","gene","ENSG00000260041.5","RP11-355E10.1","lincRNA","HAVANA"
"chr16",56183725,56186306,"-","gene","ENSG00000261013.1","CTD-2050B12.1","lincRNA","HAVANA"
"chr16",56191346,56357457,"+","gene","ENSG00000087258.14","GNAO1","protein_coding","HAVANA"
"chr16",56361451,56425538,"-","gene","ENSG00000159461.14","AMFR","protein_coding","HAVANA"
"chr16",56429132,56452199,"-","gene","ENSG00000167005.13","NUDT21","protein_coding","HAVANA"
"chr16",56451489,56479100,"+","gene","ENSG00000087263.16","OGFOD1","protein_coding","HAVANA"
"chr16",56466835,56520283,"-","gene","ENSG00000125124.11","BBS2","protein_coding","HAVANA"
"chr16",56565048,56568957,"+","gene","ENSG00000102891.3","MT4","protein_coding","HAVANA"
"chr16",56589073,56591088,"+","gene","ENSG00000087250.8","MT3","protein_coding","HAVANA"
"chr16",56608198,56609497,"+","gene","ENSG00000125148.6","MT2A","protein_coding","HAVANA"
"chr16",56609500,56611375,"-","gene","ENSG00000260823.1","RP11-249C24.10","lincRNA","HAVANA"
"chr16",56625474,56627112,"+","gene","ENSG00000169715.14","MT1E","protein_coding","HAVANA"
"chr16",56632232,56633986,"+","gene","ENSG00000205364.3","MT1M","protein_coding","HAVANA"
"chr16",56638665,56640087,"+","gene","ENSG00000205362.11","MT1A","protein_coding","HAVANA"
"chr16",56651898,56653204,"+","gene","ENSG00000169688.10","MT1B","protein_coding","HAVANA"
"chr16",56657693,56660698,"+","gene","ENSG00000198417.6","MT1F","protein_coding","HAVANA"
"chr16",56666730,56668065,"-","gene","ENSG00000125144.13","MT1G","protein_coding","HAVANA"
"chr16",56669813,56671129,"+","gene","ENSG00000205358.3","MT1H","protein_coding","HAVANA"
"chr16",56676131,56677763,"+","gene","ENSG00000275691.1","RP11-249C24.12","protein_coding","HAVANA"
"chr16",56682423,56684196,"+","gene","ENSG00000187193.8","MT1X","protein_coding","HAVANA"
"chr16",56730104,56850286,"+","gene","ENSG00000102900.12","NUP93","protein_coding","HAVANA"
"chr16",56865206,56915850,"+","gene","ENSG00000070915.9","SLC12A3","protein_coding","HAVANA"
"chr16",56932047,56944863,"+","gene","ENSG00000051108.14","HERPUD1","protein_coding","HAVANA"
"chr16",56961849,56983845,"+","gene","ENSG00000087237.10","CETP","protein_coding","HAVANA"
"chr16",56989484,57083531,"+","gene","ENSG00000140853.15","NLRC5","protein_coding","HAVANA"
"chr16",57092536,57148367,"+","gene","ENSG00000140848.16","CPNE2","protein_coding","HAVANA"
"chr16",57152465,57186116,"-","gene","ENSG00000172775.16","FAM192A","protein_coding","HAVANA"
"chr16",57186136,57240475,"+","gene","ENSG00000159579.13","RSPRY1","protein_coding","HAVANA"
"chr16",57245097,57248643,"+","gene","ENSG00000102931.7","ARL2BP","protein_coding","HAVANA"
"chr16",57249038,57284687,"-","gene","ENSG00000102934.9","PLLP","protein_coding","HAVANA"
"chr16",57358771,57366190,"+","gene","ENSG00000102962.4","CCL22","protein_coding","HAVANA"
"chr16",57372457,57385048,"+","gene","ENSG00000006210.6","CX3CL1","protein_coding","HAVANA"
"chr16",57404766,57416062,"+","gene","ENSG00000102970.10","CCL17","protein_coding","HAVANA"
"chr16",57428168,57447436,"-","gene","ENSG00000005194.14","CIAPIN1","protein_coding","HAVANA"
"chr16",57447528,57461275,"+","gene","ENSG00000088682.13","COQ9","protein_coding","HAVANA"
"chr16",57462386,57471921,"+","gene","ENSG00000102978.12","POLR2C","protein_coding","HAVANA"
"chr16",57472010,57487327,"-","gene","ENSG00000125170.10","DOK4","protein_coding","HAVANA"
"chr16",57512177,57536599,"-","gene","ENSG00000135736.5","CCDC102A","protein_coding","HAVANA"
"chr16",57542420,57591681,"+","gene","ENSG00000159618.15","ADGRG5","protein_coding","HAVANA"
"chr16",57610651,57665580,"+","gene","ENSG00000205336.11","ADGRG1","protein_coding","HAVANA"
"chr16",57668186,57689378,"+","gene","ENSG00000182885.16","ADGRG3","protein_coding","HAVANA"
"chr16",57694792,57731805,"+","gene","ENSG00000159625.14","DRC7","protein_coding","HAVANA"
"chr16",57735729,57757250,"+","gene","ENSG00000140854.12","KATNB1","protein_coding","HAVANA"
"chr16",57758216,57863053,"-","gene","ENSG00000140859.15","KIFC3","protein_coding","HAVANA"
"chr16",57798282,57816946,"+","gene","ENSG00000187185.4","CTD-2600O9.1","lincRNA","HAVANA"
"chr16",57882339,57971116,"-","gene","ENSG00000070729.13","CNGB1","protein_coding","HAVANA"
"chr16",57976434,57987571,"+","gene","ENSG00000159648.11","TEPP","protein_coding","HAVANA"
"chr16",57994667,58000453,"-","gene","ENSG00000166188.2","ZNF319","protein_coding","HAVANA"
"chr16",58001372,58021618,"+","gene","ENSG00000103005.11","USB1","protein_coding","HAVANA"
"chr16",58025565,58046901,"+","gene","ENSG00000102996.4","MMP15","protein_coding","HAVANA"
"chr16",58113587,58129450,"-","gene","ENSG00000070761.7","CFAP20","protein_coding","HAVANA"
"chr16",58157906,58197920,"-","gene","ENSG00000070770.8","CSNK2A2","protein_coding","HAVANA"
"chr16",58231156,58283836,"+","gene","ENSG00000103021.9","CCDC113","protein_coding","HAVANA"
"chr16",58284404,58295047,"-","gene","ENSG00000103023.11","PRSS54","protein_coding","HAVANA"
"chr16",58295079,58406144,"+","gene","ENSG00000181938.13","GINS3","protein_coding","HAVANA"
"chr16",58421325,58462470,"+","gene","ENSG00000260186.5","LINC02137","lincRNA","HAVANA"
"chr16",58462845,58513628,"+","gene","ENSG00000103034.14","NDRG4","protein_coding","HAVANA"
"chr16",58515478,58521181,"+","gene","ENSG00000103037.11","SETD6","protein_coding","HAVANA"
"chr16",58521182,58629886,"-","gene","ENSG00000125107.17","CNOT1","protein_coding","HAVANA"
"chr16",58665108,58685104,"-","gene","ENSG00000103042.8","SLC38A7","protein_coding","HAVANA"
"chr16",58707130,58734357,"-","gene","ENSG00000125166.12","GOT2","protein_coding","HAVANA"
"chr16",58733911,59108974,"+","gene","ENSG00000245768.6","RP11-410D17.2","lincRNA","HAVANA"
"chr16",58847806,58880213,"-","gene","ENSG00000261638.1","RP11-700H13.1","lincRNA","HAVANA"
"chr16",59855352,60053973,"+","gene","ENSG00000261807.2","LINC02141","lincRNA","HAVANA"
"chr16",60358454,60359480,"-","gene","ENSG00000278499.2","RP11-457D20.2","protein_coding","HAVANA"
"chr16",60359841,60442245,"+","gene","ENSG00000261436.5","RP11-354I13.2","lincRNA","HAVANA"
"chr16",60486818,60523250,"-","gene","ENSG00000261310.1","RP11-354I13.1","lincRNA","HAVANA"
"chr16",61647241,62037035,"-","gene","ENSG00000150394.13","CDH8","protein_coding","HAVANA"
"chr16",62596371,62598449,"+","gene","ENSG00000231589.1","AC009110.1","lincRNA","HAVANA"
"chr16",63314263,63618046,"-","gene","ENSG00000260658.5","RP11-368L12.1","lincRNA","HAVANA"
"chr16",63368843,63369456,"+","gene","ENSG00000261743.1","RP11-2K6.2","lincRNA","HAVANA"
"chr16",63730276,63754757,"+","gene","ENSG00000261014.1","LINC02165","lincRNA","HAVANA"
"chr16",63935777,63936906,"+","gene","ENSG00000261653.1","RP11-21L1.1","lincRNA","HAVANA"
"chr16",64155168,64156574,"+","gene","ENSG00000260715.1","RP11-744D14.2","lincRNA","HAVANA"
"chr16",64242607,64343909,"-","gene","ENSG00000261028.1","AC012322.1","lincRNA","HAVANA"
"chr16",64364780,64600247,"+","gene","ENSG00000259846.1","RP11-467L24.1","lincRNA","HAVANA"
"chr16",64735924,64736787,"+","gene","ENSG00000259859.1","RP11-439I14.2","lincRNA","HAVANA"
"chr16",64943752,65126112,"-","gene","ENSG00000140937.13","CDH11","protein_coding","HAVANA"
"chr16",65141755,65176713,"-","gene","ENSG00000259847.1","LINC02126","lincRNA","HAVANA"
"chr16",65190972,65234914,"-","gene","ENSG00000260834.1","RP11-256I9.2","lincRNA","HAVANA"
"chr16",65251723,65432820,"+","gene","ENSG00000260364.1","RP11-256I9.3","lincRNA","HAVANA"
"chr16",65284498,65576300,"-","gene","ENSG00000261742.5","LINC00922","lincRNA","HAVANA"
"chr16",65580667,65646947,"+","gene","ENSG00000261818.1","RP11-351A20.1","lincRNA","HAVANA"
"chr16",65601100,65601698,"-","gene","ENSG00000260004.1","RP11-351A20.2","lincRNA","HAVANA"
"chr16",65861111,65863784,"-","gene","ENSG00000260695.1","RP11-513N24.1","lincRNA","HAVANA"
"chr16",66366621,66404786,"+","gene","ENSG00000179776.17","CDH5","protein_coding","HAVANA"
"chr16",66408523,66412135,"+","gene","ENSG00000246898.1","LINC00920","lincRNA","HAVANA"
"chr16",66427296,66493529,"+","gene","ENSG00000166546.13","BEAN1","protein_coding","HAVANA"
"chr16",66508002,66552544,"-","gene","ENSG00000166548.15","TK2","protein_coding","HAVANA"
"chr16",66549860,66551189,"+","gene","ENSG00000261519.3","RP11-403P17.4","lincRNA","HAVANA"
"chr16",66552562,66566251,"+","gene","ENSG00000217555.12","CKLF","protein_coding","HAVANA"
"chr16",66566392,66579137,"+","gene","ENSG00000089505.17","CMTM1","protein_coding","HAVANA"
"chr16",66579447,66588275,"+","gene","ENSG00000140932.9","CMTM2","protein_coding","HAVANA"
"chr16",66603873,66613892,"+","gene","ENSG00000140931.19","CMTM3","protein_coding","HAVANA"
"chr16",66614749,66696707,"-","gene","ENSG00000183723.12","CMTM4","protein_coding","HAVANA"
"chr16",66720892,66751751,"-","gene","ENSG00000135720.12","DYNC1LI2","protein_coding","HAVANA"
"chr16",66738262,66739326,"+","gene","ENSG00000260558.1","RP11-63M22.1","lincRNA","HAVANA"
"chr16",66751798,66754740,"+","gene","ENSG00000246777.1","RP11-61A14.4","lincRNA","HAVANA"
"chr16",66754975,66801620,"-","gene","ENSG00000249961.9","TERB1","protein_coding","HAVANA"
"chr16",66802874,66873256,"-","gene","ENSG00000159593.14","NAE1","protein_coding","HAVANA"
"chr16",66844378,66854153,"+","gene","ENSG00000168748.13","CA7","protein_coding","HAVANA"
"chr16",66878588,66895754,"+","gene","ENSG00000172840.6","PDP2","protein_coding","HAVANA"
"chr16",66908121,66918984,"-","gene","ENSG00000166589.12","CDH16","protein_coding","HAVANA"
"chr16",66921678,66925644,"-","gene","ENSG00000166592.11","RRAD","protein_coding","HAVANA"
"chr16",66932054,66934400,"-","gene","ENSG00000166595.11","FAM96B","protein_coding","HAVANA"
"chr16",66934443,66944659,"+","gene","ENSG00000172831.11","CES2","protein_coding","HAVANA"
"chr16",66961236,66975148,"+","gene","ENSG00000172828.12","CES3","protein_coding","HAVANA"
"chr16",66988588,67009758,"+","gene","ENSG00000172824.14","CES4A","protein_coding","HAVANA"
"chr16",67029115,67101058,"+","gene","ENSG00000067955.13","CBFB","protein_coding","HAVANA"
"chr16",67109957,67148104,"+","gene","ENSG00000125149.11","C16orf70","protein_coding","HAVANA"
"chr16",67148539,67151214,"-","gene","ENSG00000237172.3","B3GNT9","protein_coding","HAVANA"
"chr16",67154179,67160298,"-","gene","ENSG00000102871.15","TRADD","protein_coding","HAVANA"
"chr16",67161119,67164570,"+","gene","ENSG00000135722.8","FBXL8","protein_coding","HAVANA"
"chr16",67164742,67169945,"+","gene","ENSG00000102878.16","HSF4","protein_coding","HAVANA"
"chr16",67170153,67175601,"+","gene","ENSG00000140939.14","NOL3","protein_coding","HAVANA"
"chr16",67175735,67184040,"-","gene","ENSG00000196123.12","KIAA0895L","protein_coding","HAVANA"
"chr16",67184365,67190204,"-","gene","ENSG00000179044.15","EXOC3L1","protein_coding","HAVANA"
"chr16",67192168,67198918,"+","gene","ENSG00000205250.8","E2F4","protein_coding","HAVANA"
"chr16",67199110,67204029,"+","gene","ENSG00000102890.14","ELMO3","protein_coding","HAVANA"
"chr16",67207138,67227048,"-","gene","ENSG00000125122.15","LRRC29","protein_coding","HAVANA"
"chr16",67227112,67229278,"+","gene","ENSG00000168701.18","TMEM208","protein_coding","HAVANA"
"chr16",67229388,67247658,"-","gene","ENSG00000135723.13","FHOD1","protein_coding","HAVANA"
"chr16",67246914,67272190,"+","gene","ENSG00000135740.16","SLC9A5","protein_coding","HAVANA"
"chr16",67277509,67289432,"+","gene","ENSG00000196155.12","PLEKHG4","protein_coding","HAVANA"
"chr16",67289499,67326763,"-","gene","ENSG00000168676.10","KCTD19","protein_coding","HAVANA"
"chr16",67326797,67385203,"+","gene","ENSG00000159708.17","LRRC36","protein_coding","HAVANA"
"chr16",67389808,67393535,"-","gene","ENSG00000159713.10","TPPP3","protein_coding","HAVANA"
"chr16",67394418,67416474,"-","gene","ENSG00000159714.10","ZDHHC1","protein_coding","HAVANA"
"chr16",67430651,67437553,"+","gene","ENSG00000176387.6","HSD11B2","protein_coding","HAVANA"
"chr16",67430779,67431006,"-","gene","ENSG00000261320.1","RP11-297D21.2","lincRNA","HAVANA"
"chr16",67438018,67481237,"-","gene","ENSG00000159720.11","ATP6V0D1","protein_coding","HAVANA"
"chr16",67482570,67483813,"-","gene","ENSG00000159723.4","AGRP","protein_coding","HAVANA"
"chr16",67518417,67546788,"+","gene","ENSG00000039523.19","FAM65A","protein_coding","HAVANA"
"chr16",67549213,67563958,"-","gene","ENSG00000261386.2","CTD-2012K14.6","lincRNA","HAVANA"
"chr16",67562406,67639183,"+","gene","ENSG00000102974.14","CTCF","protein_coding","HAVANA"
"chr16",67644918,67657511,"+","gene","ENSG00000159753.13","CARMIL2","protein_coding","HAVANA"
"chr16",67657569,67660815,"-","gene","ENSG00000102977.13","ACD","protein_coding","HAVANA"
"chr16",67660945,67662778,"+","gene","ENSG00000102981.9","PARD6A","protein_coding","HAVANA"
"chr16",67662944,67666764,"-","gene","ENSG00000124074.11","ENKD1","protein_coding","HAVANA"
"chr16",67666815,67668758,"+","gene","ENSG00000159761.14","C16orf86","protein_coding","HAVANA"
"chr16",67674530,67719421,"-","gene","ENSG00000141098.12","GFOD2","protein_coding","HAVANA"
"chr16",67723065,67806652,"-","gene","ENSG00000141084.10","RANBP10","protein_coding","HAVANA"
"chr16",67806764,67832148,"+","gene","ENSG00000102904.14","TSNAXIP1","protein_coding","HAVANA"
"chr16",67828156,67847811,"-","gene","ENSG00000102901.12","CENPT","protein_coding","HAVANA"
"chr16",67842081,67844195,"+","gene","ENSG00000168286.2","THAP11","protein_coding","HAVANA"
"chr16",67846731,67872567,"+","gene","ENSG00000102898.11","NUTF2","protein_coding","HAVANA"
"chr16",67873022,67884503,"+","gene","ENSG00000038358.14","EDC4","protein_coding","HAVANA"
"chr16",67884804,67888855,"+","gene","ENSG00000188038.7","NRN1L","protein_coding","HAVANA"
"chr16",67893271,67929491,"+","gene","ENSG00000159792.9","PSKH1","protein_coding","HAVANA"
"chr16",67929678,67932414,"-","gene","ENSG00000141086.17","CTRL","protein_coding","HAVANA"
"chr16",67934501,67937087,"-","gene","ENSG00000205220.11","PSMB10","protein_coding","HAVANA"
"chr16",67939749,67943473,"-","gene","ENSG00000213398.7","LCAT","protein_coding","HAVANA"
"chr16",67943625,67969601,"-","gene","ENSG00000124067.16","SLC12A4","protein_coding","HAVANA"
"chr16",67975662,67980829,"-","gene","ENSG00000141096.4","DPEP3","protein_coding","HAVANA"
"chr16",67987393,68000586,"-","gene","ENSG00000167261.13","DPEP2","protein_coding","HAVANA"
"chr16",67987760,68079320,"+","gene","ENSG00000167264.17","DUS2","protein_coding","HAVANA"
"chr16",68013435,68015911,"-","gene","ENSG00000263201.1","CTC-479C5.6","protein_coding","HAVANA"
"chr16",68021273,68022955,"-","gene","ENSG00000182810.6","DDX28","protein_coding","HAVANA"
"chr16",68084750,68221284,"+","gene","ENSG00000072736.18","NFATC3","protein_coding","HAVANA"
"chr16",68229259,68238102,"-","gene","ENSG00000103067.13","ESRP2","protein_coding","HAVANA"
"chr16",68245303,68261062,"+","gene","ENSG00000103066.12","PLA2G15","protein_coding","HAVANA"
"chr16",68264515,68301823,"+","gene","ENSG00000103064.13","SLC7A6","protein_coding","HAVANA"
"chr16",68284502,68310945,"-","gene","ENSG00000103061.12","SLC7A6OS","protein_coding","HAVANA"
"chr16",68310973,68358324,"+","gene","ENSG00000132600.16","PRMT7","protein_coding","HAVANA"
"chr16",68358553,68448688,"-","gene","ENSG00000103056.11","SMPD3","protein_coding","HAVANA"
"chr16",68450282,68452318,"+","gene","ENSG00000274698.1","RP11-71L14.4","lincRNA","HAVANA"
"chr16",68530089,68576072,"+","gene","ENSG00000184939.15","ZFP90","protein_coding","HAVANA"
"chr16",68591381,68594424,"+","gene","ENSG00000275383.1","RP11-615I2.6","lincRNA","HAVANA"
"chr16",68636188,68722616,"+","gene","ENSG00000062038.13","CDH3","protein_coding","HAVANA"
"chr16",68737224,68835548,"+","gene","ENSG00000039068.18","CDH1","protein_coding","HAVANA"
"chr16",68843605,69085180,"+","gene","ENSG00000103047.7","TANGO6","protein_coding","HAVANA"
"chr16",68927546,68948261,"-","gene","ENSG00000260999.1","RP11-521L9.1","lincRNA","HAVANA"
"chr16",69105563,69117668,"+","gene","ENSG00000103044.10","HAS3","protein_coding","HAVANA"
"chr16",69118009,69132514,"-","gene","ENSG00000168802.12","CHTF8","protein_coding","HAVANA"
"chr16",69131290,69231130,"+","gene","ENSG00000141076.17","UTP4","protein_coding","HAVANA"
"chr16",69187128,69309052,"+","gene","ENSG00000168807.16","SNTB2","protein_coding","HAVANA"
"chr16",69311355,69326939,"+","gene","ENSG00000132612.15","VPS4A","protein_coding","HAVANA"
"chr16",69320139,69339429,"-","gene","ENSG00000213380.14","COG8","protein_coding","HAVANA"
"chr16",69328620,69330595,"-","gene","ENSG00000258429.1","PDF","protein_coding","HAVANA"
"chr16",69339583,69343111,"+","gene","ENSG00000132603.13","NIP7","protein_coding","HAVANA"
"chr16",69343247,69351809,"-","gene","ENSG00000157315.4","TMED6","protein_coding","HAVANA"
"chr16",69355560,69408571,"-","gene","ENSG00000132604.10","TERF2","protein_coding","HAVANA"
"chr16",69424524,69466266,"+","gene","ENSG00000103018.16","CYB5B","protein_coding","HAVANA"
