"","X","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","M_AVG","F_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE","t_Pvals","t_Padj","FDR","Higher_Met_In"
"237",1223,"cg25362652",-0.06141398388691,0.621177723602915,-21.8023243770112,1.46773618130686e-96,1.01592186051384e-93,208.072410223325,0.587870542825537,0.649284526712451,0.0614139838869139,6,106429769,"F","I","","IGR","island","IGR-island","chr6:106429111-106429772","","",3.75653386392622e-94,2.49215698753324e-91,4.70882518101171e-94,"Female"
"238",1232,"cg00186462",-0.056741833004929,0.818879751062862,-21.7421261276919,4.4210338014458e-96,3.03774902329651e-93,206.971704661177,0.788106458566235,0.844848291571167,0.0567418330049323,3,100401284,"F","I","GPR128","Body","opensea","Body-opensea","","","",2.94525748711943e-95,1.98822025818883e-92,1.39814518660061e-93,"Female"
"239",1237,"cg26218577",-0.0692209463527655,0.456528109680845,-21.7337014730686,5.15787083464757e-96,3.52971406027354e-93,206.817827525707,0.418986910953234,0.488207857306003,0.0692209463527683,15,69744466,"F","II","RPLP1","TSS1500","shore","TSS1500-shore","chr15:69745049-69745746","","",9.54403394983277e-95,6.40701368066161e-92,1.62126288960001e-93,"Female"
"240",1243,"cg13375654",-0.0554491698786875,0.452508809659835,-21.695003425293,1.04654908581045e-95,7.12733605605404e-93,206.111525187909,0.422436578415143,0.477885748293832,0.0554491698786888,16,30023683,"F","II","DOC2A","5'UTR","shore","5'UTR-shore","chr16:30022651-30023007","rs575969986","34",5.00299576233622e-96,3.40994442972637e-93,3.26317367362399e-93,"Female"
"241",1250,"cg13256398",-0.0587923893960277,0.708106610605327,-21.6459638521013,2.5623290025706e-95,1.73525634739446e-92,205.217705105954,0.67622122200143,0.735013611397462,0.0587923893960316,10,64579265,"R","II","EGR2","TSS1500","shore","TSS1500-shore","chr10:64574660-64578778","rs563073868;rs184892306","41;26",4.86903691821274e-93,3.19021032439334e-90,7.94158329064186e-93,"Female"
"242",1260,"cg05301470",-0.0553111897082591,0.392780426320793,-21.5800843126102,8.51350600919218e-95,5.71974495826936e-92,204.019124606837,0.362783027063691,0.418094216771952,0.0553111897082612,6,28558006,"F","I","","IGR","shelf","IGR-shelf","chr6:28554863-28555124","rs377342599","40",8.92462507449624e-95,5.99595269201411e-92,2.60228383089635e-92,"Female"
"243",1270,"cg06119452",-0.0554036056779633,0.239740841726555,-21.5004023253047,3.62569853717168e-94,2.41672220691511e-91,202.572769617617,0.209693321711691,0.265096927389655,0.0554036056779638,6,169621662,"F","II","THBS2","Body","shore","Body-shore","chr6:169622297-169622520","rs113861243;rs549847014","2;38",9.47623316817548e-96,6.43808132441686e-93,1.0931868300096e-91,"Female"
"244",1274,"cg20408276",-0.0658181287178446,0.538048545009336,-21.4928520149659,4.15850794370189e-94,2.76316532184172e-91,202.435909644986,0.502352826007117,0.568170954724963,0.0658181287178456,2,38300586,"R","II","CYP1B1","Body","shore","Body-shore","chr2:38301276-38304518","rs567521200","1",2.39796077105652e-93,1.57971124186543e-90,1.24898413246062e-91,"Female"
"245",1280,"cg27236331",-0.0615389497482725,0.718120638171386,-21.4517170810857,8.77201484884873e-94,5.80133775460311e-91,201.690860772525,0.684745683570003,0.746284633318277,0.0615389497482736,15,69222964,"F","I","SPESP1","5'UTR","island","5'UTR-island","chr15:69222589-69223380","rs144744841;rs564480159;rs200301569;rs150328243","1;21;23;43",1.44485219090073e-94,9.65351705759953e-92,2.61439716257108e-91,"Female"
"246",1281,"cg15254881",-0.0548737156223203,0.288286104834608,-21.4406515379653,1.07208316860082e-93,7.08464527816915e-91,201.490605496731,0.258525964708792,0.313399680331114,0.0548737156223219,7,126890512,"R","II","GRM8","5'UTR","shore","5'UTR-shore","chr7:126891300-126894205","rs6948480;rs182525712","34;1",2.39085760032096e-94,1.5898789853861e-91,3.18909828072792e-91,"Female"
"247",1284,"cg23373640",-0.0604356142377264,0.303818261418251,-21.4290806436244,1.32222038140034e-93,8.71721155704176e-91,201.281280736615,0.271041688373999,0.331477302611727,0.060435614237728,14,65696480,"R","II","","IGR","opensea","IGR-opensea","","rs546842544","43",1.03713405354142e-94,6.95687662762317e-92,3.91069974063014e-91,"Female"
"248",1304,"cg16440561",-0.11531946307693,0.420810371889894,-21.2989911967659,1.38973174682029e-92,9.02177827847818e-90,198.933238524204,0.358268163084059,0.47358762616099,0.115319463076931,2,220312854,"F","I","SPEG","Body","island","Body-island","chr2:220312698-220314094","rs187565836","10",4.22903954726391e-93,2.77302807487877e-90,4.01852450992107e-90,"Female"
"249",1313,"cg14554415",-0.0643636772446317,0.669529185023418,-21.2414119533984,3.92421920527715e-92,2.53003946253528e-89,197.897117265612,0.634622271356469,0.698985948601104,0.064363677244635,15,69222988,"F","I","MIR548H4","Body","island","Body-island","chr15:69222589-69223380","rs150328243;rs368487764","19;30",1.52821472969873e-91,9.82284675496397e-89,1.12841649955005e-89,"Female"
"250",1318,"cg04198471",-0.0536281239660007,0.525648418462777,-21.1975950598566,8.6349409092371e-92,5.54603648202589e-89,197.109946380717,0.496563810908635,0.550191934874637,0.0536281239660028,2,38325317,"F","II","","IGR","opensea","IGR-opensea","","rs150252916;rs576862794;rs538551017","0;1;23",2.24571025508416e-90,1.41446829037545e-87,2.46927505433613e-89,"Female"
"251",1321,"cg03950599",-0.0719416465165018,0.836462078523131,-21.1782793262185,1.22205599499898e-91,7.83117719193429e-89,196.763296863485,0.7974453387793,0.869386985295806,0.0719416465165064,19,48698419,"F","I","","IGR","island","IGR-island","chr19:48697900-48698669","","",3.14489283775558e-90,1.97347970325824e-87,3.48820608072521e-89,"Female"
"252",1337,"cg09933329",-0.0529848926365787,0.46779864611267,-21.0718177257858,8.25504778571562e-91,5.22669245827026e-88,194.856625470356,0.43906288780775,0.492047780444331,0.0529848926365811,7,44186183,"F","II","GCK","Body","island","Body-island","chr7:44185961-44186184","","",7.23926373077664e-90,4.51932393153999e-87,2.31376770770821e-88,"Female"
"253",1338,"cg06682875",-0.0697268093358469,0.643431060380505,-21.0715365531273,8.29672839693989e-91,5.24915651178082e-88,194.851598665289,0.605615512575378,0.675342321911225,0.0697268093358474,5,115150172,"R","II","CDO1","Body","shore","Body-shore","chr5:115151348-115152713","rs75371287","35",1.46527958291955e-87,8.82213988884639e-85,2.32126016580186e-88,"Female"
"254",1345,"cg12045875",-0.0622993026384766,0.820766228422696,-21.0453776812469,1.32529342633011e-90,8.34119975566726e-88,194.38413471394,0.786978905015939,0.84927820765442,0.0622993026384813,6,74104594,"R","I","DDX43","1stExon","island","1stExon-island","chr6:74104425-74104878","rs558198;rs930806","39;28",2.33740756948977e-87,1.40132384415523e-84,3.66172442444283e-88,"Female"
"255",1347,"cg17330048",-0.0518664240294985,0.479491411940781,-21.0434690689056,1.37134305748036e-90,8.61821409834777e-88,194.350043290872,0.45136224245704,0.50322866648654,0.0518664240295002,5,80257322,"F","II","RASGRF2","Body","shore","Body-shore","chr5:80255904-80257006","rs150552124;rs371976217","21;46",2.31575199643784e-91,1.4851040358186e-88,3.78222748276083e-88,"Female"
"256",1355,"cg00325531",-0.105796805885218,0.289451411982675,-20.9977582916423,3.10555825780141e-90,1.94016715355633e-87,193.534206753579,0.232073708790893,0.337870514676112,0.105796805885219,1,75591353,"F","II","","IGR","island","IGR-island","chr1:75590817-75591354","","",2.97170479879786e-93,1.95311837064656e-90,8.48987456258605e-88,"Female"
"257",1365,"cg27535677",-0.0934653642456424,0.645185925637124,-20.9637941460681,5.6958845308739e-90,3.53237894558898e-87,192.928823776233,0.59449604059261,0.687961404838256,0.0934653642456468,6,28601365,"R","I","","IGR","shore","IGR-shore","chr6:28602853-28603295","","",1.87802947472012e-86,1.10632925889249e-83,1.54353500555853e-87,"Female"
"258",1369,"cg20073313",-0.0676273197339483,0.798234435959795,-20.9018042997274,1.72021341428121e-89,1.06369628933351e-86,191.82567289322,0.76155752263634,0.829184842370294,0.0676273197339543,8,52322009,"R","I","PXDNL","Body","island","Body-island","chr8:52321162-52322221","rs201280324;rs553366367;rs565390923","45;20;13",3.69702315605737e-87,2.21487270568659e-84,4.62931193315004e-87,"Female"
"259",1372,"cg22497095",-0.0862441709703735,0.663463001747802,-20.8731293448768,2.86611430162357e-89,1.76839043509715e-86,191.31615681498,0.616689449346529,0.702933620316906,0.086244170970377,6,28601375,"R","I","","IGR","shore","IGR-shore","chr6:28602853-28603295","","",1.86576541634568e-86,1.09987001221532e-83,7.69973177383225e-87,"Female"
"260",1396,"cg08124399",-0.0629776514907413,0.737390304149994,-20.7578090050074,2.22224277735255e-88,1.34754987293181e-85,189.2720268926,0.70323508590199,0.766212737392734,0.0629776514907442,6,74104868,"R","II","DDX43","1stExon","island","1stExon-island","chr6:74104425-74104878","rs142414727","35",9.48802508022944e-86,5.51258164378248e-83,5.83867028733924e-86,"Female"
"261",1404,"cg15175162",-0.0542403713849159,0.515697581501778,-20.7224734213436,4.15580566729467e-88,2.50568737955505e-85,188.647274942472,0.486280928472457,0.540521299857376,0.054240371384919,4,15657657,"F","II","FBXL5","TSS1500","island","TSS1500-island","chr4:15656364-15657739","rs543896718;rs563673871","31;34",6.00102607135202e-88,3.64350670946606e-85,1.08091322011086e-85,"Female"
"262",1409,"cg02026141",-0.0711076704668575,0.286630879809465,-20.7075024352866,5.41677370508877e-88,3.25438149549529e-85,188.382806166573,0.248066437560302,0.31917410802716,0.0711076704668586,10,23492470,"F","II","","IGR","shelf","IGR-shelf","chr10:23487757-23488543","rs543822418;rs201897261;rs560932632;rs574492325","0;4;31;32",9.9368841259302e-91,6.28684675705143e-88,1.40184297896462e-85,"Female"
"263",1416,"cg21778743",-0.0703132294944071,0.357916144072731,-20.6813211621866,8.6072050675382e-88,5.14561938939805e-85,187.920626995677,0.319782557915481,0.39009578740989,0.0703132294944086,2,24397871,"R","I","FAM228A","TSS200","island","TSS200-island","chr2:24397645-24398194","rs9309236","7",2.98064551511196e-89,1.84443346738971e-86,2.20182798760658e-85,"Female"
"264",1427,"cg14556503",-0.0567774166736718,0.836399785904378,-20.5895758297154,4.3473956445132e-87,2.57895613397354e-84,186.304303629995,0.805607195006759,0.862384611680435,0.0567774166736755,6,74104870,"R","I","DDX43","1stExon","island","1stExon-island","chr6:74104425-74104878","rs142414727","37",1.99079615942985e-83,1.11606273991327e-80,1.10846453347902e-84,"Female"
"265",1429,"cg02991085",-0.0829280030522559,0.27956330541001,-20.5724103044565,5.88280955863328e-87,3.48490804478861e-84,186.002454719796,0.234588239238524,0.317516242290781,0.0829280030522573,20,30073537,"F","I","NCRNA00028","TSS200","shore","TSS200-shore","chr20:30071912-30072315","rs2064818","26",7.66566206236705e-89,4.71253394772777e-86,1.49504239385509e-84,"Female"
"266",1432,"cg16020490",-0.0510463434654482,0.398500284544791,-20.5541440764812,8.11481493624586e-87,4.79705131583495e-84,185.68144629498,0.370815876495989,0.421862219961439,0.0510463434654508,20,42543433,"F","I","TOX2","TSS1500","island","TSS1500-island","chr20:42543097-42545137","rs541824451","21",8.68029012850425e-83,4.81840343636184e-80,2.05220233496805e-84,"Female"
"267",1434,"cg18587476",-0.0552168003221351,0.575920028721851,-20.5472207737726,9.16648478198458e-87,5.4111856325662e-84,185.559829855745,0.545973820482627,0.601190620804764,0.0552168003221375,2,24397810,"R","I","C2orf84","TSS200","island","TSS200-island","chr2:24397645-24398194","rs545521521;rs560610717;rs3815830;rs549428525;rs183006483","32;30;21;16;7",3.79912472355801e-86,2.21490802917389e-83,2.31063867528734e-84,"Female"
"268",1436,"cg26865747",-0.100180375860585,0.671726870281892,-20.5375388319525,1.08691099795505e-86,6.40734790196311e-84,185.389803207558,0.617395174502661,0.717575550363249,0.100180375860588,6,28601377,"R","I","","IGR","shore","IGR-shore","chr6:28602853-28603295","","",4.22823199220425e-83,2.35790226003736e-80,2.73096061392337e-84,"Female"
"269",1451,"cg00269553",-0.0533590846293216,0.854432272156377,-20.4674484461996,3.7248078597392e-86,2.17307754917299e-83,184.1606278755,0.82549357504894,0.878852659678266,0.0533590846293258,8,52321814,"R","I","PXDNL","Body","island","Body-island","chr8:52321162-52322221","rs563086442;rs530097696","39;11",3.33986464098387e-82,1.83232160432896e-79,9.15159358931302e-84,"Female"
"270",1462,"cg01652244",-0.052305274909599,0.881424126181587,-20.4055702035304,1.10221722634774e-85,6.3820262181913e-83,183.077952872214,0.853056950877791,0.905362225787394,0.0523052749096032,6,74063982,"F","I","DPPA5","TSS200","island","TSS200-island","chr6:74063519-74064471","rs375979745;rs568780290;rs536559282","17;39;40",3.9657822047248e-81,2.12610883425602e-78,2.67840510912088e-83,"Female"
"271",1469,"cg11622231",-0.053083093325536,0.348103699219654,-20.3761147950711,1.84585100875549e-85,1.06368640809035e-82,182.56339613895,0.319314682879796,0.372397776205334,0.053083093325538,6,107955229,"F","II","SOBP","Body","island","Body-island","chr6:107955163-107956693","","",1.58727308712068e-86,9.38312273413866e-84,4.45754359156353e-83,"Female"
"272",1485,"cg25502144",-0.0760853657375703,0.252113685661515,-20.2831749607146,9.35946233172659e-85,5.33535362386545e-82,180.943308906528,0.210849646582066,0.286935012319637,0.0760853657375709,20,30073546,"F","I","NCRNA00028","TSS200","shore","TSS200-shore","chr20:30071912-30072315","rs2064818","17",6.15594069730259e-87,3.66208389803421e-84,2.22560274417434e-82,"Female"
"273",1489,"cg19280206",-0.056947832154101,0.604849628860141,-20.2562957929553,1.49531630781271e-84,8.50113933403988e-82,180.475750246589,0.573964615050758,0.630912447204861,0.0569478321541027,3,196694932,"R","II","PIGZ","5'UTR","shore","5'UTR-shore","chr3:196695319-196697065","","",7.56947580779878e-84,4.28038434819322e-81,3.54488130755026e-82,"Female"
"275",1501,"cg23414861",-0.0553284177254459,0.705919926089973,-20.188336705219,4.87914756698367e-84,2.75170595326163e-81,179.295595154326,0.675913183412259,0.731241601137709,0.0553284177254499,6,74064064,"F","I","DPPA5","TSS200","island","TSS200-island","chr6:74063519-74064471","rs540087474;rs185614200;rs549892966;rs577032452;rs544190442;rs562477409","7;11;23;29;40;43",4.68649054246133e-83,2.61173274093219e-80,1.14272138145715e-81,"Female"
"276",1516,"cg12688121",-0.0625805459122968,0.330995815183365,-20.1038556153917,2.11400252092402e-83,1.18044311083125e-80,177.832495927486,0.297055962662381,0.359636508574679,0.0625805459122977,20,21379188,"F","II","NKX2-4","TSS1500","shore","TSS1500-shore","chr20:21376358-21378245","rs114672017;rs373610267","11;42",1.83991444208905e-84,1.04672707880414e-81,4.87029797394719e-81,"Female"
"277",1517,"cg10867349",-0.0628803649395531,0.609346082998452,-20.1035625245529,2.12476694735169e-83,1.18567178020633e-80,177.827427667902,0.575243627013088,0.638123991952644,0.0628803649395566,14,88793741,"R","II","KCNK10","TSS1500","shore","TSS1500-shore","chr14:88792904-88793324","rs116367016;rs113053125;rs182777907","34;11;2",3.84027525893999e-82,2.10549309133657e-79,4.88784536371668e-81,"Female"
"278",1530,"cg19477346",-0.0698461043389909,0.607572385040572,-20.0194444793599,9.10819182521022e-83,5.03940775715845e-80,176.375021152036,0.569692138937367,0.639538243276362,0.0698461043389944,19,48699872,"R","II","","IGR","shore","IGR-shore","chr19:48697900-48698669","","",5.50307205427719e-80,2.87560312629808e-77,2.07985560328675e-80,"Female"
"279",1539,"cg14206172",-0.0551883612403784,0.351994954227472,-19.9775699512176,1.87671313473946e-82,1.03228124298834e-79,175.653641962104,0.322064169603154,0.377252530843533,0.0551883612403793,19,39466757,"F","I","FBXO17","TSS1500","shore","TSS1500-shore","chr19:39465846-39466403","","",1.80223166198058e-82,9.93896125859794e-80,4.24799215941798e-80,"Female"
"280",1553,"cg25653641",-0.0718409919873174,0.628306533708984,-19.9075381281359,6.27227788919605e-82,3.41894880592138e-79,174.44963398352,0.589344382812636,0.661185374799954,0.0718409919873184,6,28601312,"R","I","","IGR","shore","IGR-shore","chr6:28602853-28603295","rs36069097;rs9368568","31;13",2.18211714457206e-78,1.10677792185415e-75,1.39533920641631e-79,"Female"
"281",1556,"cg05072008",-0.0552371484820943,0.322061913071317,-19.9053087268544,6.51756706170353e-82,3.54580361296559e-79,174.411355728362,0.292104669237277,0.347341817719374,0.0552371484820962,7,50518647,"F","II","FIGNL1","TSS1500","island","TSS1500-island","chr7:50517627-50518668","rs559749033","1",3.65397012174689e-83,2.03900444915725e-80,1.44370153809872e-79,"Female"
"282",1562,"cg03669949",-0.0506326347417765,0.870024295577222,-19.8765934835738,1.06795559015204e-81,5.78776549322838e-79,173.918600024942,0.842564257783795,0.893196892525578,0.0506326347417821,6,74104426,"F","I","DDX43","1stExon","island","1stExon-island","chr6:74104425-74104878","rs572852755","38",8.92061419643281e-79,4.58779167157163e-76,2.34886697064629e-79,"Female"
"283",1578,"cg21184711",-0.0618816461134276,0.463291884169793,-19.7970736862356,4.18122716680605e-81,2.24303229716486e-78,172.556729315142,0.429731072063921,0.491612718177351,0.0618816461134303,7,122488330,"F","II","CADPS2","Body","opensea","Body-opensea","","rs534761065;rs557966239;rs571486109;rs537395349","0;1;5;50",3.49212545411462e-78,1.76487433778714e-75,9.05512680623862e-79,"Female"
"284",1615,"cg15624813",-0.0692717616339342,0.362972828134787,-19.6535447908204,4.86224007228598e-80,2.54860560539427e-77,170.108690223906,0.325404070313156,0.394675831947092,0.0692717616339353,10,23492866,"F","I","","IGR","opensea","IGR-opensea","","rs531739354;rs548332735;rs568421216;rs572026250;rs148846914","28;29;36;48;49",1.42676203831015e-81,7.75216226544559e-79,1.02303375873228e-77,"Female"
"285",1622,"cg11216554",-0.0612324505585968,0.351747451015305,-19.6070110474155,1.07420661911775e-79,5.60629229245015e-77,169.317799102762,0.318538722788969,0.379771173347567,0.0612324505585978,10,124638983,"F","II","LOC399815","TSS200","island","TSS200-island","chr10:124638743-124639793","rs562744499;rs36212727","25;40",1.82692381726564e-78,9.28291134791812e-76,2.24194429305599e-77,"Female"
"286",1630,"cg13026730",-0.0515249645848873,0.428779608490394,-19.5902557502078,1.42855345858511e-79,7.41903901485795e-77,169.033360562284,0.40083562568125,0.45236059026614,0.0515249645848895,3,71804139,"F","I","GPR27","1stExon","island","1stExon-island","chr3:71802560-71804209","rs554040583","42",6.4811201534677e-80,3.38041729862843e-77,2.95370071827136e-77,"Female"
"287",1640,"cg26286934",-0.0591472282482712,0.592304486646521,-19.5531948143223,2.68209843926657e-79,1.38442562018491e-76,168.404845298476,0.560226655197356,0.619373883445631,0.0591472282482753,3,181417051,"F","II","SOX2-OT","Body","shelf","Body-shelf","chr3:181413014-181414022","","",1.70249874228357e-77,8.50268048857886e-75,5.47988001911098e-77,"Female"
"288",1642,"cg16175571",-0.050384655287904,0.598367057075901,-19.5467430758265,2.99269151101331e-79,1.54286370035172e-76,168.295519581065,0.571041508139516,0.621426163427424,0.0503846552879083,17,45930672,"R","II","SP6","5'UTR","shore","5'UTR-shore","chr17:45928211-45928710","rs539449135;rs149036956","45;2",3.15686512196959e-78,1.5963912387366e-75,6.09841407410924e-77,"Female"
"289",1668,"cg05468028",-0.0645746469206542,0.158898259964017,-19.4387433933886,1.86618452289054e-78,9.47103189970545e-76,166.469380987358,0.123876929275194,0.188451576195849,0.0645746469206547,21,30391383,"R","I","RWDD2B","Body","island","Body-island","chr21:30391264-30391758","","",5.1687642169884e-83,2.8767112368558e-80,3.71033803259152e-76,"Female"
"290",1680,"cg24574963",-0.0524110286858468,0.657697056576759,-19.4075194653051,3.16350020993577e-78,1.5940331477473e-75,165.942809928179,0.629272526906409,0.681683555592258,0.0524110286858485,7,149120622,"R","I","","IGR","shore","IGR-shore","chr7:149119398-149120307","rs532714699;rs552502757","36;25",2.1826257156949e-77,1.08748844539564e-74,6.21799981770135e-76,"Female"
"291",1691,"cg02050426",-0.0595357105808418,0.64104707090739,-19.3677241437239,6.19316609039027e-78,3.10032970924627e-75,165.272591651191,0.608758550451247,0.668294261032091,0.0595357105808438,18,59221458,"R","II","CDH20","Body","island","Body-island","chr18:59221451-59221986","rs35228870;rs192385216","13;12",8.59603418055572e-77,4.23805512092403e-74,1.20207805522953e-75,"Female"
"292",1693,"cg25423077",-0.0560785919362564,0.772704196954866,-19.3611910311754,6.91458271295673e-78,3.45738529351463e-75,165.16266024962,0.742290605763629,0.798369197699887,0.0560785919362586,18,59221601,"F","I","CDH20","Body","island","Body-island","chr18:59221451-59221986","rs118077394;rs139351388;rs200411919","15;30;50",2.77393538494349e-77,1.37967103635048e-74,1.34042768352371e-75,"Female"
"293",1695,"cg01357656",-0.0622632371099662,0.71211055039152,-19.3598736479678,7.06991207899472e-78,3.53088093383295e-75,165.140496214419,0.67834278671696,0.74060602382693,0.0622632371099697,14,88793728,"R","II","KCNK10","TSS1500","shore","TSS1500-shore","chr14:88792904-88793324","rs116367016","21",1.84946162172848e-75,8.8402699063267e-73,1.36883018429195e-75,"Female"
"294",1701,"cg24976744",-0.060136268980704,0.54400990661282,-19.3248567691405,1.27552405020415e-77,6.34779803380934e-75,164.551770012344,0.511395680089008,0.571531949069716,0.0601362689807079,5,120518655,"R","II","","IGR","opensea","IGR-opensea","","rs536274537;rs185957315;rs189611962;rs539899017","47;19;18;2",5.32611218651219e-76,2.57638655226449e-73,2.45428529699628e-75,"Female"
"295",1704,"cg17188169",-0.0737761131482131,0.641406528007387,-19.3111073337185,1.60776415111823e-77,7.98714397005316e-75,164.32082080629,0.601394885997568,0.675170999145784,0.0737761131482159,6,74104388,"F","II","DDX43","1stExon","shore","1stExon-shore","chr6:74104425-74104878","rs542680517;rs3734512","1;31",3.28020074744127e-77,1.62860139432623e-74,3.08591349638241e-75,"Female"
"296",1717,"cg19603903",-0.0756269276701814,0.619238919998181,-19.2689308416471,3.26800449123496e-77,1.61120615371793e-74,163.613140230533,0.578223509628666,0.65385043729885,0.0756269276701846,19,57742345,"F","II","AURKC","TSS200","island","TSS200-island","chr19:57741955-57742457","rs554562903;rs567921338;rs533889458","3;28;39",9.00195154574537e-77,4.43559896877707e-74,6.19596094493262e-75,"Female"
"297",1728,"cg14654363",-0.0730083688931041,0.717904527503349,-19.231663447452,6.11047347806952e-77,2.99343538198834e-74,162.988782034364,0.678309262922208,0.751317631815315,0.0730083688931076,6,28601443,"R","I","","IGR","shore","IGR-shore","chr6:28602853-28603295","rs116721800;rs115110528","38;12",1.11820004091541e-74,5.2471288982031e-72,1.1445381190925e-74,"Female"
"298",1744,"cg26715042",-0.0866836725759337,0.669167719112835,-19.1812718087825,1.42222136070421e-76,6.90334342274893e-74,162.145971076645,0.622155807977902,0.708839480553837,0.0866836725759359,6,49681307,"F","I","CRISP2","TSS200","opensea","TSS200-opensea","","","",1.7070791858556e-75,8.16430391891548e-73,2.62279915020699e-74,"Female"
"299",1753,"cg02300452",-0.0523842414589382,0.449709064561975,-19.1451119520051,2.6049758478056e-76,1.25767600023915e-73,161.542200439845,0.421299062641703,0.473683304100644,0.0523842414589407,17,56596626,"R","II","MTMR4","TSS1500","shore","TSS1500-shore","chr17:56595080-56595619","rs62082152","7",7.54177324983938e-76,3.62743438453056e-73,4.7699933926363e-74,"Female"
"300",1755,"cg12763978",-0.0666145976084972,0.637251005858206,-19.1439979864583,2.65396396129545e-76,1.28013762644314e-73,161.523613691124,0.601123330945531,0.667737928554033,0.066614597608502,6,28601519,"F","II","","IGR","shore","IGR-shore","chr6:28602853-28603295","rs568906409;rs113018664","17;22",6.32113846751327e-75,2.98271410197031e-72,4.85397191969417e-74,"Female"
"301",1756,"cg13693646",-0.0578679837545784,0.641319043067135,-19.1437164999505,2.66648749581405e-76,1.28544589659396e-73,161.518917156811,0.609934995426041,0.667802979180623,0.0578679837545815,9,68410538,"R","II","","IGR","shore","IGR-shore","chr9:68410746-68411413","rs79442266;rs76764500;rs566074531;rs530031571;rs75702611;rs74875001;rs74562139","44;38;31;24;22;20;1",7.44194410007878e-75,3.5057188900562e-72,4.8711393573531e-74,"Female"
"302",1780,"cg08951638",-0.0536396915147804,0.437896873219485,-19.0409439129156,1.48227154070935e-75,7.0493087160444e-73,159.807613547561,0.408805992135862,0.462445683650645,0.053639691514783,5,141706213,"F","II","","IGR","shore","IGR-shore","chr5:141703749-141705023","rs554644136;rs76516069;rs144729242","8;30;41",8.29836270603745e-76,3.98680754426954e-73,2.66085734448863e-73,"Female"
"303",1786,"cg22572476",-0.0741669418661648,0.464335958902195,-19.0274604310884,1.85544577161374e-75,8.7943870152507e-73,159.583604063922,0.424112355349777,0.498279297215945,0.0741669418661675,6,28601324,"R","II","","IGR","shore","IGR-shore","chr6:28602853-28603295","rs36069097;rs9368568","43;25",2.70323492573166e-74,1.25871866833616e-71,3.31160814396135e-73,"Female"
"304",1803,"cg03371609",-0.0545338989878025,0.64494508719414,-18.9457581348818,7.21561255107109e-75,3.38778812178056e-72,158.22876495949,0.615369242783415,0.66990314177122,0.0545338989878055,8,52322171,"F","II","PXDNL","Body","island","Body-island","chr8:52321162-52322221","rs527743512;rs181541260;rs564467793","11;32;37",8.31540801386268e-74,3.84865179776877e-71,1.26888548777488e-72,"Female"
"305",1811,"cg15509430",-0.0666108689742893,0.728687571262888,-18.9014214832124,1.50508244520144e-74,7.0352672929832e-72,157.495369782892,0.692561918532878,0.759172787507171,0.0666108689742936,6,49681350,"R","I","CRISP2","TSS200","opensea","TSS200-opensea","","","",3.91408143385897e-75,1.85934902224164e-72,2.62591226883134e-72,"Female"
"306",1817,"cg25390787",-0.0786811123980411,0.679970229186238,-18.883643516645,2.02037021310586e-74,9.41271245959828e-72,157.201656418936,0.637298416212297,0.715979528610344,0.0786811123980466,6,49681299,"F","I","CRISP2","TSS200","opensea","TSS200-opensea","","","",9.90648816032841e-74,4.58255195461513e-71,3.50524073687878e-72,"Female"
"307",1840,"cg01076129",-0.0619966579505121,0.690398953690907,-18.7869795815127,9.9800776802253e-74,4.59150287940074e-71,155.608277556772,0.656775766213712,0.718772424164227,0.0619966579505153,6,49681334,"R","I","CRISP2","TSS200","opensea","TSS200-opensea","","","",1.04599705577866e-74,4.91104029755361e-72,1.70108287818883e-71,"Female"
"308",1846,"cg09187505",-0.0735478958321488,0.511387245039278,-18.7638187587652,1.46201670859302e-73,6.70439203796474e-71,155.227412985141,0.47149937411418,0.545047269946331,0.0735478958321517,6,106434429,"R","I","","IGR","island","IGR-island","chr6:106433984-106434459","rs577044640;rs111826883;rs184917321","31;30;7",2.91814175293424e-73,1.33600546842572e-70,2.47837369516274e-71,"Female"
"309",1847,"cg14878685",-0.0532111855325493,0.618050233213198,-18.7615098176255,1.51870943210102e-73,6.96059807574689e-71,155.189463306384,0.589191747511068,0.64240293304362,0.0532111855325518,11,88241425,"R","II","GRM5","3'UTR","shore","3'UTR-shore","chr11:88241710-88242562","","",9.44068944918582e-73,4.2851264099695e-70,2.57167026387985e-71,"Female"
"310",1848,"cg04737881",-0.111169478864237,0.339361563480245,-18.749201706708,1.86004587605725e-73,8.52040917282257e-71,154.987226830504,0.279070051757503,0.390239530621742,0.111169478864239,4,183060943,"R","II","MGC45800","Body","shore","Body-shore","chr4:183062278-183062481","rs4515200","15",7.72468075495e-75,3.63688538749863e-72,3.14623315405684e-71,"Female"
"311",1851,"cg13822256",-0.0511762930106744,0.550725510668601,-18.7387581941263,2.20902162437926e-73,1.01025802946213e-70,154.815706100336,0.522970625951117,0.574146918961794,0.0511762930106771,8,24811266,"R","II","NEFL","Body","shore","Body-shore","chr8:24812946-24814299","rs191346286","50",4.18554932385976e-72,1.8756822500168e-69,3.72434809761524e-71,"Female"
